,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
83,84,10,0,80,8,0,100,0,0,0,0,110,0,0,0,100,50,500,14,130,0,0,10,10,300,6,100,0,100,100,0,0,200,0,0,0,106,106,0,100,0,0,106,0,0,106,0,0,100,100,300,100,100,60,0,0,100,470,100,200,46,0,0,0,74,0,0,0,0,0,0,90,100,200,0,126500
84,85,100,0,67,8,0,100,0,0,0,0,170,0,0,0,500,70,500,49,290,0,0,30,30,0,2,100,0,0,0,0,0,200,0,0,0,38,38,0,100,0,0,80,67,0,147,0,0,200,100,300,100,100,70,0,100,200,280,200,200,40,0,0,0,120,72,0,0,0,0,7,10,300,0,0,168500
85,86,0,0,121,16,0,0,0,0,200,0,30,0,0,0,0,80,500,50,360,100,0,30,30,0,28,0,0,100,0,0,0,200,0,0,0,128,128,0,0,0,0,130,111,0,241,0,0,200,100,400,100,0,90,0,100,0,150,100,200,46,0,0,0,127,82,0,0,0,0,0,70,200,0,0,260000
86,87,0,0,122,11,0,200,0,0,0,0,170,0,0,0,0,60,500,11,60,0,0,0,0,100,0,0,0,0,0,0,300,200,0,0,0,68,68,0,0,0,0,68,87,0,156,0,0,200,100,300,100,0,60,0,100,200,110,200,200,40,0,0,0,100,38,0,0,0,0,0,100,300,0,0,174000
87,88,110,300,40,3,0,0,0,0,200,0,50,0,0,300,0,60,500,51,370,0,0,0,0,200,7,0,0,0,0,0,300,200,0,0,0,61,61,0,0,0,0,61,61,0,122,0,0,200,100,200,100,0,40,0,0,100,480,0,200,52,0,0,0,0,234,0,0,0,0,0,110,300,100,200,164500
88,89,30,200,105,8,0,100,0,0,200,0,130,100,300,0,200,30,200,3,380,100,0,70,40,100,0,300,200,100,100,200,0,200,0,0,0,101,101,0,200,100,0,101,0,513,152,0,0,100,0,200,100,300,60,0,0,0,110,100,0,0,0,0,100,0,0,156,0,0,0,0,40,300,300,100,85000
89,90,10,0,60,8,0,0,0,0,0,0,0,0,0,0,100,40,500,29,50,0,0,0,0,100,0,100,0,0,0,0,0,0,58,0,0,40,99,0,0,0,0,99,0,0,99,100,0,100,0,300,100,100,50,0,0,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,123600
90,91,10,0,60,7,0,0,0,0,0,0,110,0,0,0,100,40,500,52,80,0,0,40,50,100,0,100,0,400,100,0,0,200,0,0,0,0,0,0,200,0,200,104,0,0,104,0,0,100,0,200,100,100,40,0,0,100,490,100,200,42,0,0,0,0,29,0,0,0,0,0,90,200,0,0,109900
91,92,10,0,85,8,0,0,0,0,0,0,110,0,0,0,100,50,300,53,390,100,0,30,30,300,20,100,0,100,100,0,0,300,60,0,0,63,123,0,200,0,0,123,0,0,123,0,0,100,0,200,100,100,60,0,0,0,500,100,200,48,0,0,0,0,0,0,0,0,0,0,30,200,0,100,98600
92,93,80,0,80,13,0,100,300,0,0,0,20,0,0,0,100,50,700,42,100,0,0,20,50,100,0,100,100,200,0,0,0,100,71,0,0,16,87,0,0,0,0,96,0,0,96,100,0,100,0,200,100,100,50,0,0,100,510,100,200,43,0,0,0,0,0,44,0,0,0,0,50,300,0,0,163500
93,94,40,200,60,7,0,0,0,0,200,0,70,0,0,100,600,60,600,48,300,100,0,10,10,100,0,100,0,200,100,200,200,300,104,0,0,16,121,100,0,100,0,126,103,0,229,0,100,200,0,400,200,100,90,0,100,100,520,100,200,50,0,0,0,0,0,0,0,99,0,0,60,100,0,0,133900
94,95,0,0,69,9,0,100,0,0,0,0,0,0,0,0,0,60,500,35,180,0,0,0,0,100,0,100,100,0,0,0,0,0,64,0,0,17,82,0,0,0,0,90,88,0,178,100,0,200,100,300,100,0,70,0,0,0,330,0,200,68,0,0,0,0,162,0,0,0,0,0,10,100,0,0,204750
95,96,0,0,67,9,0,200,0,0,200,0,170,0,0,0,0,60,800,5,400,0,0,0,0,0,6,200,100,0,0,100,0,100,31,0,0,37,68,0,100,0,0,68,79,0,147,0,0,200,100,300,100,100,60,0,100,200,50,200,200,42,0,0,0,232,63,0,0,0,0,4,70,300,0,0,185000
96,97,10,0,78,10,0,100,0,0,0,0,0,0,0,0,100,70,500,40,410,0,0,0,0,0,18,0,0,0,0,0,300,100,116,0,0,42,158,0,0,0,0,158,0,0,158,0,0,200,0,300,100,0,60,0,0,0,380,0,200,47,0,0,0,158,29,0,0,0,0,0,50,200,0,0,214000
97,98,10,0,73,10,0,0,300,0,0,0,150,0,0,0,100,40,500,10,90,100,0,30,30,0,4,100,0,100,100,0,0,300,52,0,0,44,96,0,200,0,100,96,0,0,96,100,0,100,0,300,100,100,60,0,0,0,100,200,100,43,0,0,200,120,0,0,0,0,0,0,10,100,0,0,94750
98,99,80,0,85,10,0,0,0,0,200,0,150,0,0,0,100,50,500,26,80,0,0,20,50,100,0,100,0,200,100,0,0,100,10,0,0,35,45,0,300,100,0,83,0,0,83,0,0,100,0,200,100,100,50,0,0,400,250,100,100,36,100,0,0,0,0,77,0,0,0,4,10,400,200,100,83000
99,100,10,0,77,9,0,100,0,0,0,0,110,0,0,0,100,40,500,28,190,0,0,70,40,100,0,100,0,100,100,0,0,100,56,0,0,38,95,0,300,0,0,122,0,0,122,100,0,100,100,300,100,100,60,0,0,0,110,100,0,0,0,0,0,352,0,0,0,0,0,4,80,400,0,0,128950
100,101,10,0,80,10,0,100,0,0,0,0,60,0,0,0,100,60,700,54,140,0,0,70,40,0,2,100,0,0,100,0,200,100,120,0,0,41,161,0,100,0,0,161,0,0,161,100,0,200,0,300,100,0,60,0,200,0,320,0,200,48,0,0,0,168,68,0,0,0,0,0,0,400,0,0,205000
101,102,0,0,77,9,0,0,0,0,0,0,120,0,0,0,0,60,500,55,420,0,0,30,30,0,33,0,0,100,0,0,0,200,0,0,0,74,74,0,200,0,0,97,75,0,173,0,0,200,100,300,100,0,70,0,100,0,340,200,200,47,0,0,0,192,46,0,0,0,0,0,110,400,0,0,178000
102,103,60,0,64,7,0,0,100,0,0,0,120,0,0,200,100,50,500,56,430,0,0,30,30,100,0,100,200,400,100,0,0,200,0,0,0,0,0,0,200,0,0,153,0,0,153,0,0,200,0,400,200,100,80,0,0,0,530,100,200,41,0,0,0,0,0,0,0,0,0,0,110,300,0,400,118964
103,104,10,0,94,10,0,100,0,0,200,0,0,0,0,0,100,70,500,51,370,0,0,0,0,100,0,100,0,0,0,0,0,200,0,0,0,122,122,0,0,0,0,122,0,0,122,0,0,200,0,300,100,0,60,0,0,0,480,0,300,74,0,0,0,0,36,0,0,0,0,0,10,400,0,0,198900
104,105,30,100,87,7,0,0,0,0,200,0,130,0,0,0,200,70,400,8,80,0,0,90,80,0,60,100,200,0,100,0,0,500,22,0,0,81,104,0,0,0,100,122,59,0,181,0,0,100,100,400,100,100,70,0,200,100,540,100,100,24,0,0,0,0,0,0,0,184,0,0,110,100,0,0,169500
105,106,0,300,75,9,0,0,0,0,0,0,50,0,0,0,0,80,500,0,160,100,0,0,0,0,76,0,0,0,200,0,0,200,0,0,0,105,105,0,0,0,0,105,93,0,199,0,0,200,100,300,100,0,90,0,100,0,0,0,200,64,0,0,0,140,45,0,0,0,0,0,50,0,0,0,250000
106,107,80,100,60,10,0,0,0,0,0,0,70,0,0,0,100,40,700,57,50,300,0,0,0,100,0,100,0,200,300,0,0,200,0,0,0,64,64,0,100,0,0,104,0,0,104,0,0,100,0,200,100,100,60,0,0,100,290,100,100,27,100,100,100,0,0,0,0,0,0,4,50,100,0,0,100000
107,108,10,100,50,6,0,0,0,0,0,0,70,0,0,0,100,50,500,47,80,0,0,0,0,100,0,100,0,100,100,0,0,100,10,100,16,51,78,0,0,0,0,78,0,0,78,0,0,100,0,200,100,100,50,0,0,100,460,100,100,25,0,0,0,0,0,0,0,0,0,0,70,0,0,200,115000
108,109,30,100,85,8,0,0,0,0,200,0,130,300,0,0,200,50,700,58,60,0,0,60,60,100,0,100,0,100,100,0,0,200,0,0,0,79,79,100,200,100,100,99,52,0,151,0,0,200,0,300,100,300,70,0,0,0,110,100,0,0,0,0,100,0,0,144,0,0,0,0,50,100,0,0,115000
109,110,10,0,105,11,0,100,0,0,0,0,60,0,0,0,100,60,600,54,440,100,0,70,40,0,48,100,0,100,0,0,0,400,70,0,0,113,184,0,0,0,0,184,0,0,184,0,0,200,0,300,100,100,70,0,100,0,320,0,200,54,0,0,0,0,122,0,0,0,0,0,80,400,200,0,190000
110,111,30,0,75,9,0,0,0,0,0,0,150,0,0,0,200,60,400,30,280,0,0,20,50,100,0,100,0,100,100,200,0,300,44,0,0,55,99,0,100,0,0,121,63,0,185,0,0,200,0,400,100,100,70,0,0,0,290,100,100,32,0,0,0,182,0,0,0,0,0,0,40,200,0,0,136900
111,112,100,0,71,7,0,100,0,0,0,0,170,0,0,0,500,70,500,4,40,0,0,0,0,100,0,100,0,0,0,0,0,0,25,0,0,13,38,0,0,0,0,77,65,0,143,0,0,200,100,300,100,100,70,0,100,200,40,200,200,40,0,0,0,180,0,0,0,0,0,0,70,400,0,0,180000
112,113,0,0,77,9,0,0,0,0,0,0,0,0,0,0,0,70,500,22,120,0,0,0,0,200,22,0,0,0,200,0,300,0,98,0,0,28,126,0,0,0,0,128,141,0,269,100,0,200,100,400,100,200,100,0,100,200,220,200,300,79,0,0,0,120,184,0,0,168,0,0,40,100,100,200,383970
113,114,10,0,78,21,0,0,100,0,200,0,20,0,0,0,100,60,500,31,320,100,0,20,50,0,18,100,100,100,0,0,200,100,3,300,86,90,180,0,200,0,0,225,0,0,225,100,0,200,0,300,100,0,70,0,200,400,300,100,200,45,0,0,0,166,120,192,0,0,0,0,40,100,200,100,217000
114,115,20,0,61,7,0,100,0,0,0,100,20,0,0,0,0,60,800,43,20,200,0,20,50,100,0,100,0,100,100,0,0,100,77,400,15,10,102,0,0,0,0,143,88,0,232,100,0,200,100,300,100,0,90,0,100,100,410,100,100,18,0,0,0,224,0,0,0,0,0,0,90,100,0,0,259500
115,116,110,300,34,3,0,0,0,0,200,0,50,0,0,300,0,60,500,40,410,0,0,10,10,0,112,100,0,0,0,0,0,0,41,0,0,31,72,0,100,0,0,72,72,0,145,0,0,200,100,200,100,100,50,0,100,100,380,100,200,44,0,0,0,0,32,0,0,0,0,0,110,100,0,0,176000
116,117,10,0,69,11,0,0,0,0,0,0,90,0,0,0,100,50,500,12,110,0,0,20,50,0,11,100,0,100,100,0,0,500,17,100,67,25,109,0,200,0,0,109,0,0,109,0,100,100,0,300,100,100,60,0,100,0,120,100,100,28,0,0,0,0,20,144,0,0,0,0,20,300,0,0,139000
117,118,10,0,74,8,0,0,0,0,200,0,150,0,0,0,100,50,500,13,120,0,0,0,0,100,0,100,0,0,0,0,0,200,0,0,0,112,112,0,100,0,0,112,0,0,112,0,0,100,100,200,100,100,50,0,0,0,220,100,200,43,0,0,0,80,64,0,0,0,0,0,70,100,100,200,155000
118,119,0,0,90,12,0,0,0,0,200,0,120,0,0,0,0,70,500,59,200,100,0,70,40,100,0,100,0,0,0,0,200,0,147,0,0,20,167,0,100,0,0,169,152,0,322,100,0,300,0,500,100,0,110,0,200,0,400,100,300,59,0,0,0,367,0,0,0,0,0,0,10,400,0,0,320000
119,120,0,0,65,8,0,0,0,0,0,0,0,0,0,0,0,60,500,11,100,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,72,72,0,0,0,0,72,72,0,145,0,0,200,100,300,100,0,80,0,100,0,110,200,200,39,0,0,0,0,24,0,0,0,0,0,90,200,100,200,163990
120,121,100,0,89,21,0,100,200,0,300,200,190,0,0,0,500,60,500,60,450,400,200,70,40,100,0,100,0,100,100,0,100,100,93,0,0,0,93,0,0,0,0,98,0,0,98,100,0,100,0,100,100,100,40,0,200,0,550,100,200,54,0,0,0,0,130,0,130,0,0,0,40,200,0,0,180000
121,122,30,100,50,6,0,0,0,0,0,0,130,0,0,0,200,40,500,9,80,0,0,80,90,100,0,100,0,0,100,0,0,200,0,0,0,73,73,0,100,0,0,77,35,0,112,0,0,100,0,300,100,100,40,0,0,100,530,100,100,26,0,0,200,0,0,140,0,0,0,0,110,100,0,0,100000
122,123,10,0,75,9,0,0,0,0,200,0,110,0,0,0,100,60,700,18,460,100,0,10,10,0,13,100,100,100,100,0,0,400,57,0,0,51,108,0,100,0,0,108,0,0,108,0,0,100,0,300,100,100,50,0,0,0,180,100,100,28,0,0,0,0,0,0,0,130,0,0,110,0,0,0,136000
123,124,70,0,55,7,0,0,0,0,0,0,120,0,0,300,100,60,500,5,400,0,0,70,40,100,0,0,0,0,0,0,0,0,30,0,0,89,119,0,0,0,0,119,0,0,119,0,0,200,0,200,100,0,50,0,0,0,50,0,200,53,0,0,0,0,63,0,0,0,0,0,100,0,0,0,153900
124,125,10,0,48,17,0,100,0,0,300,0,60,0,0,0,100,60,500,56,300,0,0,30,30,100,0,100,100,100,0,200,0,200,0,0,0,136,136,0,200,0,0,158,0,0,158,0,0,200,0,300,100,100,70,0,100,0,530,100,200,43,0,0,0,192,0,0,0,0,0,0,80,300,0,0,181000
125,126,40,100,60,6,0,0,0,0,0,0,130,0,0,100,200,60,800,61,380,0,0,20,50,100,0,100,200,100,100,0,300,0,49,0,0,3,52,0,100,100,0,52,0,234,75,100,0,100,0,200,100,100,50,0,0,0,110,100,0,0,0,0,100,53,0,0,0,0,0,0,110,200,0,0,84500
126,127,70,0,62,4,0,100,0,0,0,0,200,0,0,300,100,60,500,1,10,0,0,70,40,100,0,100,0,100,0,0,0,100,12,0,0,95,107,0,200,0,0,95,0,0,95,0,0,200,0,200,100,100,50,0,100,0,320,0,200,44,0,0,0,0,205,0,0,0,0,0,0,100,0,0,128000
127,128,50,100,55,4,0,100,100,0,0,0,70,100,0,0,300,50,700,19,80,0,0,50,50,100,0,100,100,200,100,0,0,500,11,0,0,55,67,0,0,0,0,84,0,0,84,0,0,100,0,300,100,100,50,0,100,0,110,100,0,0,0,0,100,0,0,0,0,0,0,0,110,100,0,0,87000
128,129,0,0,69,7,0,0,0,0,0,0,110,200,0,0,0,60,500,27,240,0,0,0,0,0,26,100,0,100,100,0,0,400,51,0,0,14,66,0,200,0,0,66,68,0,134,0,0,100,100,300,100,100,60,0,100,0,260,0,200,45,0,0,0,188,108,0,0,0,0,0,90,200,0,0,155000
129,130,10,0,69,8,0,0,0,0,0,0,110,0,0,0,100,50,700,18,470,0,0,70,40,0,8,100,0,100,100,0,0,300,56,100,2,41,100,0,200,0,200,105,0,0,105,0,100,100,100,300,100,200,60,0,0,500,30,0,200,75,0,0,0,0,80,0,180,0,0,0,90,200,0,100,150000
130,131,0,0,88,14,0,0,0,0,200,0,110,0,0,0,0,70,600,27,240,0,0,10,10,0,30,100,0,100,100,0,0,300,44,0,0,47,92,0,0,0,0,121,94,0,215,0,0,200,100,400,100,0,80,0,200,0,260,200,200,48,0,0,0,105,66,0,0,0,0,0,10,200,0,0,226000
131,132,0,0,84,12,0,100,0,0,200,0,170,0,0,0,0,60,500,4,40,0,0,0,0,0,4,0,0,0,0,0,0,0,69,0,0,29,99,0,0,0,0,102,103,0,205,100,0,200,100,300,100,0,70,0,100,200,40,0,200,39,0,0,0,24,48,0,0,0,0,0,90,300,0,0,244000
132,133,10,0,75,7,0,0,0,0,200,0,110,0,0,0,100,50,600,28,20,0,0,10,10,100,0,100,0,100,100,0,0,300,40,0,0,65,106,0,100,0,0,132,0,0,132,100,0,100,0,300,100,0,70,0,0,100,470,100,200,62,0,0,0,0,0,0,0,0,0,0,90,100,0,0,150750
133,134,10,0,79,6,0,100,0,0,0,0,160,0,0,0,100,80,500,2,20,0,0,0,0,0,13,0,0,0,200,0,0,0,100,0,0,26,126,0,0,0,0,129,0,0,129,100,0,200,0,200,100,0,60,0,0,0,20,200,200,47,0,0,0,192,25,0,0,0,0,0,110,300,0,0,220000
134,135,10,0,78,10,0,100,0,0,0,0,90,0,0,0,100,50,600,21,400,0,0,70,40,100,0,100,0,100,100,0,0,300,57,0,0,89,146,0,100,0,0,172,0,0,172,0,0,200,100,300,100,100,70,100,100,0,210,0,200,44,0,0,0,0,96,180,0,0,0,0,90,200,0,0,180000
135,136,10,0,80,10,0,0,0,0,0,0,60,0,0,0,100,70,600,16,30,100,0,70,40,0,28,100,0,0,100,0,0,200,0,0,0,130,130,0,100,0,0,168,0,0,168,0,0,200,0,300,100,100,70,0,100,0,160,100,200,53,0,0,0,98,0,0,0,0,0,0,10,0,0,0,174000
136,137,10,0,76,10,0,100,0,0,200,0,110,0,0,0,100,50,500,17,150,0,0,10,10,0,19,100,0,100,100,0,0,400,69,0,0,51,121,0,200,0,0,121,0,0,121,0,0,200,0,300,100,100,50,0,100,0,170,0,100,31,0,0,0,0,111,0,0,0,0,0,90,100,0,0,143000
137,138,60,0,82,11,0,0,0,0,0,0,40,0,0,200,100,70,500,62,310,0,0,0,0,0,7,100,0,100,100,0,0,200,0,0,0,190,190,0,100,0,0,195,0,0,195,0,0,300,0,500,200,100,90,0,0,500,430,100,300,76,0,0,0,0,0,0,0,0,0,0,90,200,0,500,171000
138,139,0,0,73,9,0,100,0,0,0,0,0,0,0,0,0,80,500,40,40,0,0,0,0,0,32,0,0,0,0,0,200,0,66,0,0,33,100,0,0,0,0,100,84,0,185,0,0,200,100,300,100,0,70,0,200,0,380,200,300,66,0,0,0,224,106,0,0,0,0,0,30,0,0,0,230000
139,140,0,0,65,15,0,100,0,0,0,0,0,0,0,0,0,60,500,35,180,0,0,0,0,100,0,100,0,0,0,0,0,0,82,0,0,10,92,0,0,0,0,92,83,0,176,100,0,200,100,300,100,0,70,0,0,0,330,0,200,47,0,0,0,276,99,0,0,0,0,0,50,300,0,0,231500
140,141,10,0,70,10,0,0,0,0,100,0,110,0,0,0,100,40,500,63,480,0,0,30,30,100,0,100,0,100,100,0,0,100,43,0,0,43,86,0,200,0,0,86,0,0,86,0,0,100,0,300,100,100,50,0,100,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,70,400,400,0,115000
141,142,10,0,78,11,0,0,0,0,0,0,0,0,0,0,100,70,500,11,60,0,0,0,0,100,0,0,0,0,0,0,300,0,130,0,0,43,173,0,0,0,0,173,0,0,173,100,0,200,0,300,100,0,70,0,0,0,110,200,200,66,0,0,0,160,24,0,0,0,0,0,80,200,0,0,260000
142,143,30,0,71,8,0,0,0,0,200,0,110,300,0,0,200,50,400,64,490,0,0,40,50,100,0,100,200,100,100,0,0,300,50,0,0,40,91,0,300,0,0,91,47,0,138,0,0,200,0,400,100,100,60,0,0,100,40,100,200,72,0,0,0,0,0,0,0,0,0,0,110,400,0,0,166000
143,144,10,0,78,10,0,100,0,0,0,0,0,0,0,0,100,70,500,40,410,0,0,0,0,0,18,0,0,0,0,0,100,0,67,0,0,81,149,0,0,0,0,150,0,0,150,100,0,200,0,300,100,0,60,0,0,0,380,0,200,57,0,0,0,144,29,0,0,0,0,0,110,300,0,0,204000
144,145,60,100,70,9,0,0,0,0,0,0,90,400,0,200,100,50,500,37,250,0,0,30,30,0,33,100,0,100,100,0,0,300,133,0,0,39,172,0,200,0,0,172,0,0,172,100,0,200,0,600,200,100,100,0,0,100,350,100,200,50,0,0,0,0,0,0,0,0,0,0,60,200,400,100,125000
145,146,110,100,24,2,0,0,0,0,0,0,150,0,0,400,0,60,500,6,100,0,0,0,0,200,5,0,0,0,0,0,0,200,0,0,0,97,97,0,0,0,0,97,73,0,170,0,0,200,0,300,100,0,70,200,0,100,60,100,200,38,0,0,0,0,40,0,0,0,0,0,70,200,0,0,130000
146,147,80,100,51,6,0,0,0,0,200,0,80,0,0,0,100,50,700,8,400,0,0,20,50,100,0,100,0,200,100,0,0,400,20,0,0,50,71,0,200,0,200,87,0,0,87,100,0,100,0,200,100,100,50,0,0,100,80,100,100,18,100,0,0,48,0,0,0,0,0,0,60,300,0,0,105000
147,148,0,0,86,9,0,100,0,0,300,0,170,0,0,0,0,70,500,2,140,0,0,0,0,0,18,0,0,0,0,0,0,200,0,0,0,88,88,0,0,0,0,88,115,0,203,0,0,200,100,300,100,0,80,0,100,200,20,200,200,43,0,0,0,144,48,0,0,0,0,0,10,400,0,0,222500
148,149,10,0,63,7,0,0,0,0,0,0,120,0,0,0,100,70,500,6,60,0,0,0,0,0,12,100,0,0,0,0,0,0,68,0,0,40,108,0,0,0,0,108,0,0,108,100,0,100,0,300,100,0,60,0,0,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,141000
149,150,30,100,58,6,0,0,0,0,0,0,80,0,0,0,200,50,400,65,80,0,0,10,10,100,0,100,0,200,0,0,0,200,0,0,0,89,89,0,100,0,200,89,44,0,134,0,0,100,0,300,100,100,70,0,0,100,560,100,100,24,100,0,0,200,114,0,0,0,0,0,70,200,0,0,115000
150,151,10,0,120,10,0,0,0,0,200,0,0,0,0,0,100,50,600,34,500,0,0,30,30,100,0,100,0,100,100,0,300,400,71,0,0,25,96,0,200,0,0,96,0,0,96,0,0,100,100,300,100,100,50,0,0,0,570,100,200,44,0,0,0,0,0,0,0,0,0,0,80,100,0,0,122000
151,152,10,0,107,13,0,0,0,0,0,0,100,0,0,0,100,80,500,22,170,100,0,0,0,200,43,0,0,0,200,0,100,0,140,0,0,31,171,0,0,0,0,171,0,0,171,100,0,200,0,200,100,0,60,0,100,0,220,0,300,86,0,0,0,0,102,0,0,0,0,0,80,0,100,200,372402
152,153,0,0,76,14,0,100,0,0,300,0,60,0,0,0,0,60,500,63,480,0,0,30,30,0,25,100,0,100,100,0,0,300,41,0,0,40,82,0,100,0,0,109,89,0,199,0,0,200,100,400,100,100,80,0,100,0,580,0,200,49,0,0,0,0,66,0,0,0,0,0,110,200,0,0,190000
153,154,10,0,96,13,0,0,0,0,0,0,190,0,0,0,100,60,700,14,500,400,0,40,40,100,0,100,0,100,0,0,100,400,42,200,108,9,160,0,100,0,0,125,0,0,125,100,0,100,0,100,100,100,40,0,100,0,140,0,200,56,0,0,0,409,0,0,0,0,0,0,100,0,0,0,235000
154,155,80,100,84,11,0,0,0,0,200,0,70,0,0,0,100,60,500,66,80,0,0,20,50,100,0,100,0,200,100,0,0,200,0,0,0,120,120,0,200,0,200,120,0,0,120,0,0,100,0,400,100,100,70,0,0,100,590,100,100,31,100,100,0,0,0,228,0,0,0,0,100,200,0,500,125000
155,156,30,0,60,9,0,0,0,0,200,0,150,300,0,0,200,60,500,67,80,0,0,20,50,100,0,100,0,200,100,0,0,200,0,0,0,57,57,200,300,100,100,57,52,0,109,0,0,100,0,200,100,100,50,0,0,0,110,100,0,0,0,0,100,0,8,128,0,0,0,0,70,0,0,0,79000
156,157,10,0,60,7,0,0,0,0,0,0,110,0,0,0,100,50,700,52,80,100,0,20,50,100,0,100,0,100,100,0,0,200,0,0,0,0,0,0,200,0,100,104,0,0,104,0,0,100,0,200,100,100,50,0,0,100,490,100,200,62,0,0,0,0,0,0,0,0,0,0,110,200,0,0,109500
157,158,0,0,92,12,0,0,0,0,200,0,160,0,0,0,0,80,500,51,510,0,0,0,0,0,8,0,0,0,200,0,0,200,0,0,0,77,77,0,0,0,0,77,119,0,196,0,0,200,100,400,100,200,80,0,100,200,480,200,300,68,0,0,0,0,75,0,0,0,0,0,10,400,100,200,269500
158,159,0,300,100,12,0,0,0,0,200,0,50,0,0,0,0,70,500,6,60,0,0,0,0,100,0,0,0,0,0,0,0,0,22,0,0,76,99,0,0,0,0,99,95,0,194,0,0,200,100,300,100,0,80,0,100,0,60,0,200,67,0,0,0,0,136,0,0,0,0,0,10,400,0,0,254900
159,160,0,0,134,19,0,100,300,0,200,0,170,0,0,0,0,70,500,11,100,0,0,0,0,0,45,0,0,0,0,0,200,0,5,0,0,133,139,0,0,0,0,139,107,0,246,100,0,200,100,400,100,0,90,0,100,0,130,0,200,57,0,0,0,239,132,0,168,0,0,0,100,200,100,200,320000
160,161,10,0,60,11,0,100,0,0,300,0,10,0,0,0,100,60,600,68,520,0,0,70,40,100,0,100,0,0,0,0,0,400,66,0,0,57,123,0,200,0,0,123,0,0,123,0,0,200,0,300,100,100,60,0,0,0,600,100,200,51,0,0,0,0,0,0,0,0,0,0,110,0,0,0,162500
161,162,0,0,110,13,0,100,0,0,0,0,100,0,0,0,0,90,500,0,160,0,0,0,0,0,66,0,0,0,200,0,300,0,101,0,0,55,157,0,0,0,0,157,109,0,266,100,0,200,100,300,100,200,100,0,200,200,0,200,300,72,0,0,0,400,0,0,0,0,0,0,100,0,0,0,412500
162,163,10,0,95,12,0,0,0,0,200,0,100,0,0,0,100,70,500,11,60,0,0,0,0,0,22,0,0,0,0,0,200,400,120,0,0,34,154,0,0,0,0,154,0,0,154,0,0,200,0,300,100,0,70,0,100,0,110,0,200,53,0,0,0,0,70,0,0,0,0,0,10,400,100,200,220000
163,164,50,0,55,5,0,0,0,0,0,0,70,0,0,0,300,40,600,46,330,0,0,10,10,100,0,100,0,100,100,0,0,200,0,0,0,88,88,0,0,0,0,88,0,0,88,0,0,100,0,100,100,100,40,0,0,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,70,100,0,0,103200
164,165,140,100,40,5,0,0,0,0,200,0,70,0,0,0,100,60,700,69,160,0,0,10,10,100,0,100,100,200,100,0,200,500,37,0,0,77,114,0,100,0,200,114,46,0,161,0,0,200,0,300,100,0,50,0,0,100,610,100,100,21,0,0,0,0,0,183,0,0,0,0,40,100,0,0,152000
165,166,40,0,62,10,0,0,0,0,0,0,150,0,0,100,200,50,700,70,410,0,0,20,50,100,0,100,100,200,100,0,0,100,35,300,18,11,64,0,100,0,0,80,54,0,135,100,0,200,0,400,200,100,60,0,0,0,110,100,0,0,0,0,0,140,0,0,0,0,0,0,20,0,0,0,127500
166,167,10,0,90,10,0,100,0,0,0,0,190,0,0,0,100,50,500,32,400,100,0,20,50,100,0,0,0,100,100,0,0,500,37,100,76,47,161,0,0,0,200,186,0,0,186,100,0,100,0,200,100,100,70,0,300,0,620,200,100,30,0,0,0,476,0,0,0,142,0,0,60,300,200,0,190000
167,168,0,0,86,10,0,0,0,0,0,0,100,0,0,0,0,80,500,22,120,0,0,0,0,200,30,0,0,0,200,0,0,0,128,0,0,29,158,0,0,0,0,161,55,0,216,100,0,100,100,300,100,200,80,0,100,0,220,200,300,78,0,0,0,178,120,0,0,0,0,0,60,100,100,200,325624
168,169,0,0,62,8,0,100,0,0,0,0,170,0,0,0,0,70,500,6,160,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,84,84,0,0,0,0,84,88,0,172,0,0,200,100,300,100,0,70,0,100,0,60,200,200,44,0,0,0,100,48,0,0,0,0,0,10,100,0,0,183500
